05-01 18:23:45.247 I/om.streamfr.app( 4621): Background concurrent mark compact GC freed 3893KB AllocSpace bytes, 10(1484KB) LOS objects, 49% free, 12MB/24MB, paused 8.172ms,42.104ms total 355.622ms
05-01 18:23:58.016 W/gle.android.gms( 1606): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~57S_fR0TvGVzg9B8YsgPeA==/com.streamfr.app-LEPjIGdb4bUAAiOsv1E6gA==/base.apk' with 1 weak references
05-01 18:24:01.450 I/om.streamfr.app( 4621): Background concurrent mark compact GC freed 12MB AllocSpace bytes, 89(2960KB) LOS objects, 49% free, 10MB/21MB, paused 800us,13.468ms total 485.836ms
05-01 18:24:02.558 I/om.streamfr.app( 4621): NativeAlloc concurrent mark compact GC freed 8412KB AllocSpace bytes, 1(104KB) LOS objects, 49% free, 13MB/26MB, paused 9.836ms,3.711ms total 265.140ms
05-01 18:24:03.544 I/Zygote  (  391): Process 4601 exited due to signal 9 (Killed)
05-01 18:24:03.561 I/Zygote  (  391): Process 4130 exited due to signal 9 (Killed)
05-01 18:24:03.570 I/Zygote  (  391): Process 4161 exited due to signal 9 (Killed)
05-01 18:24:03.597 I/om.streamfr.app( 4621): NativeAlloc concurrent mark compact GC freed 10MB AllocSpace bytes, 0(0B) LOS objects, 49% free, 13MB/27MB, paused 2.821ms,24.799ms total 349.023ms
05-01 18:24:05.081 W/om.streamfr.app( 4621): Entry not found
05-01 18:24:05.098 I/AppsFilter(  610): interaction: PackageSetting{2f55bbd com.streamfr.app/10209} -> PackageSetting{4e97b71 com.android.cts.priv.ctsshim/10184} BLOCKED
05-01 18:28:27.150 I/AppsFilter(  610): interaction: PackageSetting{9313a04 com.android.microdroid.empty_payload/10194} -> PackageSetting{1d3eb8c com.streamfr.app/10209} BLOCKED
05-01 18:28:27.150 I/AppsFilter(  610): interaction: PackageSetting{9313a04 com.android.microdroid.empty_payload/10194} -> PackageSetting{74adda3 com.streamfr.app/10209} BLOCKED
05-01 18:28:27.191 I/AppsFilter(  610): interaction: PackageSetting{c448792 com.android.microdroid.empty_payload/10194} -> PackageSetting{7894ed8 com.streamfr.app/10209} BLOCKED
05-01 18:28:27.201 I/ActivityManager(  610): Force stopping com.streamfr.app appid=10209 user=0: pkg removed
05-01 18:28:27.207 W/PackageConfigPersister(  610): App-specific configuration not found for packageName: com.streamfr.app and userId: 0
05-01 18:28:27.208 D/ActivityThread( 1315): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.208 D/ActivityThread( 6973): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.209 D/ActivityThread( 6550): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.209 D/ActivityThread( 6640): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.209 D/ActivityThread( 4741): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.209 D/ActivityThread( 6798): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.209 D/ActivityThread( 4811): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.209 D/ActivityThread( 5279): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.209 D/ActivityThread( 6463): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.210 D/ActivityThread( 5352): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.210 D/ActivityThread( 1035): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.210 D/ActivityThread( 5396): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.211 D/ActivityThread(  610): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.211 D/ActivityThread( 6332): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.211 D/ActivityThread( 1131): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.211 D/ActivityThread( 4525): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.211 D/ActivityThread( 1646): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.212 D/ActivityThread( 1211): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.212 I/SdkSandboxManager(  610): No SDKs used. Skipping SDK data reconcilation for CallingInfo{mUid=10209, mPackageName='com.streamfr.app, mAppProcessToken='null'}
05-01 18:28:27.214 D/ActivityThread( 1028): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.214 D/ActivityThread( 6320): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.216 D/ActivityThread( 1815): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.217 D/ActivityThread( 1610): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.218 D/ActivityThread( 1608): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.220 D/ActivityThread( 1636): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.220 D/ActivityThread( 6477): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.221 D/ActivityThread( 1229): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.224 I/SdkSandboxManager(  610): No SDKs used. Skipping SDK data reconcilation for CallingInfo{mUid=10209, mPackageName='com.streamfr.app, mAppProcessToken='null'}
05-01 18:28:27.225 D/ShortcutService(  610): replacing package: com.streamfr.app userId0
05-01 18:28:27.225 D/ShortcutService(  610): handlePackageUpdateFinished: com.streamfr.app user=0
05-01 18:28:27.225 D/ShortcutService(  610): rescanPackageIfNeeded 0@com.streamfr.app, forceRescan=true , isNewApp=true
05-01 18:28:27.227 D/ShortcutService(  610): Package com.streamfr.app has 0 manifest shortcut(s), and 0 share target(s)
05-01 18:28:27.228 D/ActivityThread( 6973): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.228 D/ActivityThread( 6477): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.229 D/ActivityThread( 1815): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.230 D/ActivityThread( 4741): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.230 D/ActivityThread( 1315): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.231 D/ActivityThread( 4811): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.231 D/ActivityThread( 4525): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.232 D/ActivityThread( 6320): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.232 D/ActivityThread( 6640): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.232 D/ActivityThread( 6463): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.233 D/ActivityThread( 5396): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.234 D/ActivityThread( 6332): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.237 D/ActivityThread( 6798): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.237 D/ActivityThread( 5279): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.238 D/ActivityThread( 6550): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.238 D/ActivityThread( 1610): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.239 D/ActivityThread( 5352): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.239 D/ActivityThread( 1211): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.239 D/ActivityThread( 1028): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.240 D/ActivityThread( 1636): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.240 D/ActivityThread( 1131): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.241 D/ActivityThread( 1608): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.244 D/ActivityThread( 1646): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.247 I/Telecom (  610): CarModeTracker: Package com.streamfr.app is not tracked.: SSH.oR@AQI
05-01 18:28:27.247 I/SafetyLabelChangedBroadcastReceiver( 1035): received broadcast packageName: com.streamfr.app, current user: UserHandle{0}, packageChangeEvent: UPDATE, intent user: UserHandle{0}
05-01 18:28:27.247 D/ActivityThread( 1035): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.265 D/PackageUpdatedTask( 1315): Package updated: mOp=UPDATE packages=[com.streamfr.app]
05-01 18:28:27.266 I/AiAiEcho( 1608): AppFetcherImpl onPackageChanged com.streamfr.app.
05-01 18:28:27.267 D/ActivityThread(  610): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.268 W/AlarmManager(  610): Package com.streamfr.app, uid 10209 lost permission to set exact alarms!
05-01 18:28:27.270 I/AiAiEcho( 1608): AppIndexer Package:[com.streamfr.app] UserProfile:[0] Enabled:[true].
05-01 18:28:27.270 I/AiAiEcho( 1608): AppFetcherImplV2 updateApps package:[com.streamfr.app], userId:[0], reason:[package is updated.].
05-01 18:28:27.281 D/CarrierSvcBindHelper( 1229): onPackageUpdateFinished: com.streamfr.app
05-01 18:28:27.282 D/CarrierSvcBindHelper( 1229): onPackageModified: com.streamfr.app
05-01 18:28:27.340 D/ImsResolver( 1229): maybeAddedImsService, packageName: com.streamfr.app
05-01 18:28:27.347 D/ActivityThread( 1229): Package [com.streamfr.app] reported as REPLACED, but missing application info. Assuming REMOVED.
05-01 18:28:27.706 I/MediaProvider( 1636): Invalidating LocalCallingIdentity cache for package com.streamfr.app. Reason: package android.intent.action.PACKAGE_REMOVED
05-01 18:28:27.744 I/Finsky:background( 5396): [53] IQ:PSL: skipping onPackageRemoved(replacing=true) for untracked package=com.streamfr.app
05-01 18:28:27.794 I/ProximityAuth( 6320): [RecentAppsMediator] Package added: (user=UserHandle{0}) com.streamfr.app
05-01 18:28:27.885 W/SQLiteLog( 6332): (28) double-quoted string literal: "com.streamfr.app"
05-01 18:28:28.490 W/.apps.wellbeing( 6798): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/base.apk' with 1 weak references
05-01 18:28:36.184 W/.gms.persistent( 6320): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/base.apk' with 1 weak references
05-01 18:28:46.204 W/gle.android.gms( 6332): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/base.apk' with 1 weak references
05-01 18:30:26.407 I/ActivityTaskManager(  610): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity bnds=[824,1873][997,2068]} with LAUNCH_MULTIPLE from uid 10176 (BAL_ALLOW_VISIBLE_WINDOW) result code=0
05-01 18:30:26.407 V/WindowManagerShell( 1028): Transition requested (#34): android.os.BinderProxy@570ba48 TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=9 displayId=0 isRunning=true baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity } baseActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} topActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} origActivity=null realActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} numActivities=1 lastActiveTime=499525 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{android.window.IWindowContainerToken$Stub$Proxy@57170e1} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 132 - 0, 0) topActivityInfo=ActivityInfo{b7ce06 com.streamflixreborn.streamflix.activities.main.MainMobileActivity} launchCookies=[android.os.BinderProxy@dacbcc7] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= falseisLetterboxEducationEnabled= true isLetterboxDoubleTapEnabled= false topActivityEligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=1080 topActivityLetterboxHeight=2400 isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false cameraCompatTaskInfo=CameraCompatTaskInfo { cameraCompatControlState=hidden freeformCameraCompatMode=inactive}}}, pipTask = null, remoteTransition = RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@cfb32f4, appThread = android.app.IApplicationThread$Stub$Proxy@d333a1d, debugName = QuickstepLaunch }, displayChange = null, flags = 0, debugId = 34 }
05-01 18:30:26.427 I/TopTaskTracker( 1315): onTaskMovedToFront: (moved taskInfo to front) taskId=9, baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity }
05-01 18:30:26.436 I/ActivityManager(  610): Start proc 7248:com.streamfr.app/u0a209 for next-top-activity {com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity}
05-01 18:30:26.444 I/om.streamfr.app( 7248): Late-enabling -Xcheck:jni
05-01 18:30:26.445 D/CoreBackPreview(  610): Window{be990df u0 Splash Screen com.streamfr.app}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@7005bfb, mPriority=0, mIsAnimationCallback=false}
05-01 18:30:26.471 I/om.streamfr.app( 7248): Using CollectorTypeCMC GC.
05-01 18:30:26.472 W/om.streamfr.app( 7248): Unexpected CPU variant for x86: x86_64.
05-01 18:30:26.472 W/om.streamfr.app( 7248): Known variants: atom, sandybridge, silvermont, goldmont, goldmont-plus, goldmont-without-sha-xsaves, tremont, kabylake, default
05-01 18:30:26.591 V/WindowManager(  610): Sent Transition (#34) createdAt=05-01 18:30:26.393 via request=TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=9 displayId=0 isRunning=true baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity } baseActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} topActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} origActivity=null realActivity=ComponentInfo{com.streamfr.app/com.streamflixreborn.streamflix.activities.main.MainMobileActivity} numActivities=1 lastActiveTime=499525 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{7e10e30 Task{7aa3632 #9 type=standard A=10209:com.streamfr.app}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 132 - 0, 0) topActivityInfo=ActivityInfo{645daa9 com.streamflixreborn.streamflix.activities.main.MainMobileActivity} launchCookies=[android.os.BinderProxy@c13c82e] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= falseisLetterboxEducationEnabled= true isLetterboxDoubleTapEnabled= false topActivityEligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=1080 topActivityLetterboxHeight=2400 isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false cameraCompatTaskInfo=CameraCompatTaskInfo { cameraCompatControlState=hidden freeformCameraCompatMode=inactive}}}, pipTask = null, remoteTransition = RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@cfe6fcf, appThread = android.app.IApplicationThread$Stub$Proxy@780dd5c, debugName = QuickstepLaunch }, displayChange = null, flags = 0, debugId = 34 }
05-01 18:30:26.592 V/WindowManager(  610):         {WCT{RemoteToken{7e10e30 Task{7aa3632 #9 type=standard A=10209:com.streamfr.app}}} m=OPEN f=NONE leash=Surface(name=Task=9)/@0x3788fe2 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0 endFixedRotation=1 taskParent=-1},
05-01 18:30:26.641 W/ziparchive( 7248): Unable to open '/data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/base.dm': No such file or directory
05-01 18:30:26.641 W/ziparchive( 7248): Unable to open '/data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/base.dm': No such file or directory
05-01 18:30:26.970 D/nativeloader( 7248): Configuring clns-7 for other apk /data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/base.apk. target_sdk_version=35, uses_libraries=, library_path=/data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/lib/x86_64:/data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/base.apk!/lib/x86_64, permitted_path=/data:/mnt/expand:/data/user/0/com.streamfr.app
05-01 18:30:27.225 V/WindowManager(  610):         {WCT{RemoteToken{7e10e30 Task{7aa3632 #9 type=standard A=10209:com.streamfr.app}}} m=CHANGE f=NONE p=WCT{RemoteToken{77b28bd DefaultTaskDisplayArea@110430805}} leash=Surface(name=Task=9)/@0x3788fe2 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 2400, 1080) d=0 r=0->1:-1 taskParent=-1},
05-01 18:30:27.563 D/nativeloader( 7248): Load /data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/lib/x86_64/libconscrypt_jni.so using ns clns-7 from class loader (caller=/data/app/~~Mt04jecrFFSlInn2rOQQpg==/com.streamfr.app-RCJi8cMSaF5mk8NYZTN1eA==/base.apk!classes20.dex): ok
05-01 18:30:27.571 W/om.streamfr.app( 7248): Accessing hidden method Ljava/security/spec/ECParameterSpec;->getCurveName()Ljava/lang/String; (unsupported, reflection, allowed)
05-01 18:30:27.654 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{1b53ad9 com.google.android.apps.nexuslauncher/10176} BLOCKED
05-01 18:30:27.708 W/om.streamfr.app( 7248): ClassLoaderContext classpath size mismatch. expected=1, found=0 (DLC[];PCL[base.apk*2832758366]{PCL[/system/framework/org.apache.http.legacy.jar*437079508]#PCL[/system/framework/com.android.location.provider.jar*3414091812]#PCL[/system/framework/com.android.media.remotedisplay.jar*2042759013]#PCL[/system_ext/framework/androidx.window.extensions.jar*1060046784]#PCL[/system_ext/framework/androidx.window.sidecar.jar*2147524027]} | DLC[];PCL[])
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{4e97b71 com.android.cts.priv.ctsshim/10184} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{56c2d56 com.google.android.youtube/10166} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{b63b1d7 com.android.internal.display.cutout.emulation.corner/10004} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{cec6ac4 com.android.internal.display.cutout.emulation.double/10007} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{c95dad com.google.android.onetimeinitializer/10130} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{115c8e2 com.google.android.ext.shared/10120} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{a479473 com.android.virtualmachine.res/10193} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{3a76f30 com.android.managedprovisioning.auto_generated_rro_product__/10042} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{14b27a9 com.android.carrierconfig.auto_generated_rro_vendor__/10087} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{8cb912e com.google.android.server.deviceconfig.resources/10199} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{c7d04cf com.android.systemui.emulation.pixel_3_xl/10054} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{fcc4e5c com.android.systemui.emulation.pixel_4_xl/10061} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{1059565 com.android.systemui.emulation.pixel_fold/10074} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{403923a com.android.providers.telephony.auto_generated_characteristics_rro/10079} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{eef1eeb com.android.simappdialog.auto_generated_rro_product__/10051} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{bfdf448 com.android.htmlviewer/10121} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{33f22e1 com.google.android.health.connect.backuprestore/10198} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{9889806 com.android.systemui.auto_generated_rro_product__/10075} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{8e6fa35 com.google.android.apps.messaging/10140} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{81ebec7 com.google.android.soundpicker/10162} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{8220cf4 com.google.android.marvin.talkbackoverlay/10090} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{f2a0c1d com.google.android.configupdater/10128} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{62e92 com.android.internal.emulation.pixel_3a_xl/10017} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{bbe8063 com.android.internal.emulation.pixel_6_pro/10022} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{acd0460 com.android.internal.emulation.pixel_7_pro/10031} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{2e04d19 com.android.internal.emulation.pixel_8_pro/10030} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{b54a1de com.android.internal.emulation.pixel_9_pro/10028} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{c0ebfbf com.android.internal.emulation.pixel_3a/10013} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{d6e068c com.android.internal.emulation.pixel_4a/10020} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{a1fa1d5 com.android.internal.emulation.pixel_6a/10023} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{284fdea com.android.internal.emulation.pixel_7a/10025} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{4f998db com.android.internal.emulation.pixel_8a/10041} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{f3aff78 com.google.android.overlay.googlewebview/10037} BLOCKED
05-01 18:30:27.717 I/AppsFilter(  610): interaction: PackageSetting{7894ed8 com.streamfr.app/10209} -> PackageSetting{4c58651 com.google.android.apps.safetyhub/10139} BLOCKED
